Country,Year,Pop,Decade,GDP,Life_Expectancy,Region
Reunion,1801,92744,1800,NA,33,Sub-Saharan Africa
Romania,1801,5464085,1800,816,35.7,Europe & Central Asia
Russia,1801,31088398,1800,1432,29.5734571976521,Europe & Central Asia
Rwanda,1801,928368,1800,432,25,Sub-Saharan Africa
St. Barthélemy,1801,NA,1800,NA,NA,NA
St. Helena,1801,1997,1800,NA,NA,NA
St. Kitts and Nevis,1801,17202,1800,1165,NA,NA
St. Lucia,1801,24000,1800,875,28.008,NA
St. Martin,1801,NA,1800,NA,NA,NA
St. Vincent and the Grenadines,1801,25781,1800,838,25.986,NA
St.-Pierre-et-Miquelon,1801,1782,1800,NA,NA,NA
Samoa,1801,47300,1800,1400,25.4,East Asia & Pacific
San Marino,1801,5492,1800,1404,NA,Europe & Central Asia
Sao Tome and Principe,1801,22731,1800,852,31,Sub-Saharan Africa
Saudi Arabia,1801,2091000,1800,846,32.1,Middle East & North Africa
Senegal,1801,1009886,1800,497,25.2,Sub-Saharan Africa
Serbia,1801,2147197,1800,1358,35.5,Europe & Central Asia
Serbia and Montenegro,1801,NA,1800,NA,NA,Europe & Central Asia
Serbia excluding Kosovo,1801,NA,1800,NA,NA,Europe & Central Asia
Seychelles,1801,12522,1800,795,37,Sub-Saharan Africa
Sierra Leone,1801,794264,1800,734,25.1,Sub-Saharan Africa
Singapore,1801,30000,1800,1021,29.1,East Asia & Pacific
Slovak Republic,1801,2140651,1800,1427,36.4,Europe & Central Asia
Slovenia,1801,469664,1800,1409,36.6,Europe & Central Asia
Solomon Islands,1801,56998,1800,363,25.1,East Asia & Pacific
Somalia,1801,991488,1800,694,29.4,Sub-Saharan Africa
Somaliland,1801,NA,1800,NA,NA,Sub-Saharan Africa
South Africa,1801,1440820,1800,1480,33.5,Sub-Saharan Africa
South Ossetia,1801,NA,1800,NA,NA,Europe & Central Asia
Spain,1801,11549294,1800,1518,29.5,Europe & Central Asia
Sri Lanka,1801,1213000,1800,898,32.6,South Asia
Sudan,1801,3994154,1800,518,31.4,Sub-Saharan Africa
Suriname,1801,80721,1800,1637,32.9,America
Svalbard,1801,NA,1800,NA,NA,Europe & Central Asia
Swaziland,1801,86000,1800,490,32.3,Sub-Saharan Africa
Sweden,1801,2354189,1800,1402,36.9,Europe & Central Asia
Switzerland,1801,1826051,1800,2701,38,Europe & Central Asia
Syria,1801,1337000,1800,1081,31.1,Middle East & North Africa
Taiwan,1801,NA,1800,996,28.3,East Asia & Pacific
Tajikistan,1801,466629,1800,557,24.235,Europe & Central Asia
Tanzania,1801,3019768,1800,562,32.2,Sub-Saharan Africa
Thailand,1801,4665000,1800,932,30.4,East Asia & Pacific
Timor-Leste,1801,137262,1800,522,28.949,East Asia & Pacific
Togo,1801,445985,1800,683,31.3,Sub-Saharan Africa
Tokelau,1801,1009,1800,NA,NA,East Asia & Pacific
Tonga,1801,18658,1800,663,28.2,East Asia & Pacific
Transnistria,1801,NA,1800,NA,NA,Europe & Central Asia
Trinidad and Tobago,1801,60000,1800,1230,32.9,America
Tunisia,1801,862029,1800,716,28.8,Middle East & North Africa
Turkey,1801,9773456,1800,1221,35,Europe & Central Asia
Turkmenistan,1801,367215,1800,944,24,Europe & Central Asia
Turks and Caicos Islands,1801,3296,1800,487,NA,America
Tuvalu,1801,2499,1800,719,NA,East Asia & Pacific
Uganda,1801,2101397,1800,464,25.3,Sub-Saharan Africa
Ukraine,1801,11215490,1800,764,36.6,Europe & Central Asia
United Arab Emirates,1801,40153,1800,1001,30.7,Middle East & North Africa
United Kingdom,1801,12327466,1800,3439,37.350823662041,Europe & Central Asia
United States,1801,6801854,1800,2168,39.41,America
Uruguay,1801,55000,1800,1758,32.9,America
USSR,1801,NA,1800,NA,NA,Europe & Central Asia
Uzbekistan,1801,1919159,1800,502,26.926,Europe & Central Asia
Wallis et Futuna,1801,3721,1800,NA,NA,East Asia & Pacific
Vanuatu,1801,27791,1800,586,24.3,East Asia & Pacific
Venezuela,1801,718000,1800,682,32.2,America
West Bank and Gaza,1801,165944,1800,1221,32.1,Middle East & North Africa
West Germany,1801,NA,1800,NA,NA,Europe & Central Asia
Western Sahara,1801,2788,1800,NA,34.753,Middle East & North Africa
Vietnam,1801,6551000,1800,861,32,East Asia & Pacific
Virgin Islands (U.S.),1801,40000,1800,NA,33.403,America
North Yemen (former),1801,NA,1800,NA,NA,NA
South Yemen (former),1801,NA,1800,NA,NA,NA
Yemen,1801,2593000,1800,879,23.387,NA
Yugoslavia,1801,NA,1800,NA,NA,Europe & Central Asia
Zambia,1801,747000,1800,665,32.6,Sub-Saharan Africa
Zimbabwe,1801,1085814,1800,870,33.7,Sub-Saharan Africa
Åland,1801,NA,1800,NA,NA,Europe & Central Asia
South Sudan,1801,1027378,1800,507,26.665,Sub-Saharan Africa
Curaçao,1801,NA,1800,NA,NA,NA
Sint Maarten (Dutch part),1801,NA,1800,NA,NA,NA
St. Martin (French part),1801,NA,1800,NA,NA,NA
Antarctica,1801,NA,1800,NA,NA,NA
Bouvet Island,1801,NA,1800,NA,NA,NA
British Indian Ocean Territory,1801,NA,1800,NA,NA,NA
Clipperton,1801,NA,1800,NA,NA,NA
French Southern and Antarctic Lands,1801,NA,1800,NA,NA,NA
Gaza Strip,1801,NA,1800,NA,NA,NA
Heard and McDonald Islands,1801,NA,1800,NA,NA,NA
Northern Marianas,1801,NA,1800,NA,NA,NA
South Georgia and the South Sandwich Islands,1801,NA,1800,NA,NA,NA
US Minor Outlying Islands,1801,NA,1800,NA,NA,NA
Virgin Islands,1801,NA,1800,NA,NA,NA
West Bank,1801,NA,1800,NA,NA,NA
Abkhazia,1802,NA,1800,NA,NA,Europe & Central Asia
Afghanistan,1802,3280000,1800,603,28.1905066666667,South Asia
Akrotiri and Dhekelia,1802,NA,1800,NA,NA,Europe & Central Asia
Albania,1802,410445,1800,668,35.4,Europe & Central Asia
Algeria,1802,2503218,1800,717,28.8224,Middle East & North Africa
American Samoa,1802,8170,1800,NA,NA,East Asia & Pacific
Andorra,1802,2654,1800,1201,NA,Europe & Central Asia
Angola,1802,1567028,1800,623,26.98,Sub-Saharan Africa
Anguilla,1802,2025,1800,NA,NA,America
Antigua and Barbuda,1802,37000,1800,757,33.536,America
Argentina,1802,534000,1800,1508,33.2,America
Armenia,1802,413326,1800,514,33.995,Europe & Central Asia
Aruba,1802,19286,1800,833,34.419,America
Australia,1802,351014,1800,818,34.05,East Asia & Pacific
Austria,1802,3205587,1800,1863,34.4,Europe & Central Asia
Azerbaijan,1802,879960,1800,775,29.165,Europe & Central Asia
Bahamas,1802,27350,1800,1445,35.179,America
Bahrain,1802,64474,1800,1246,30.3,Middle East & North Africa
Bangladesh,1802,19227358,1800,876,25.5,South Asia
Barbados,1802,81729,1800,914,32.124,America
Belarus,1802,2355081,1800,608,36.2,Europe & Central Asia
Belgium,1802,3138137,1800,2413,40.0160975609756,Europe & Central Asia
Belize,1802,25526,1800,579,26.5,America
Benin,1802,636559,1800,597,31,Sub-Saharan Africa
Bermuda,1802,9692,1800,1228,NA,America
Bhutan,1802,89989,1800,630,28.799,South Asia
Bolivia,1802,1100000,1800,854,33,America
Bosnia and Herzegovina,1802,851806,1800,669,35.1,Europe & Central Asia
Botswana,1802,121000,1800,397,33.6,Sub-Saharan Africa
Brazil,1802,3639636,1800,1109,31.9996133333333,America
British Virgin Islands,1802,6700,1800,NA,NA,America
Brunei,1802,2128,1800,1512,29.2,East Asia & Pacific
Bulgaria,1802,1992320,1800,1089,35.888,Europe & Central Asia
Burkina Faso,1802,1665421,1800,480,29.2,Sub-Saharan Africa
Burundi,1802,899097,1800,419,31.5,Sub-Saharan Africa
Cambodia,1802,2090000,1800,904,35,East Asia & Pacific
Cameroon,1802,1860054,1800,626,28.75,Sub-Saharan Africa
Canada,1802,645526,1800,1330,39.0029935483871,America
Cape Verde,1802,55716,1800,529,33.8,Sub-Saharan Africa
Cayman Islands,1802,2439,1800,1039,NA,America
Central African Republic,1802,479444,1800,424,30,NA
Chad,1802,1432000,1800,418,30.9,Sub-Saharan Africa
Channel Islands,1802,43908,1800,NA,NA,Europe & Central Asia
Chile,1802,771447,1800,1027,32,America
China,1802,321675013,1800,985,32,East Asia & Pacific
Christmas Island,1802,NA,1800,NA,NA,East Asia & Pacific
Cocos Island,1802,NA,1800,NA,NA,East Asia & Pacific
Colombia,1802,1206000,1800,963,32,America
Comoros,1802,56346,1800,697,32.1,Sub-Saharan Africa
"Congo, Dem. Rep.",1802,5163819,1800,489,31.6,Sub-Saharan Africa
"Congo, Rep.",1802,314465,1800,578,32.7,Sub-Saharan Africa
Cook Is,1802,16136,1800,NA,NA,NA
Costa Rica,1802,51987,1800,775,30.2147,America
Cote d'Ivoire,1802,1088530,1800,819,31.156,Sub-Saharan Africa
Croatia,1802,1227886,1800,NA,36.1,Europe & Central Asia
Cuba,1802,345043,1800,884,32.45,America
Cyprus,1802,184392,1800,854,38.5002526315789,Europe & Central Asia
Czech Republic,1802,5516349,1800,1916,34.9544,NA
Czechoslovakia,1802,NA,1800,NA,NA,Europe & Central Asia
Denmark,1802,1062514,1800,2020,44.3729508914885,Europe & Central Asia
Djibouti,1802,22848,1800,757,29.9,Middle East & North Africa
Dominica,1802,19950,1800,663,NA,America
Dominican Republic,1802,89000,1800,667,29.9,NA
East Germany,1802,NA,1800,NA,NA,Europe & Central Asia
Ecuador,1802,5e+05,1800,529,32.9,America
Egypt,1802,4243515,1800,791,33,Middle East & North Africa
El Salvador,1802,248000,1800,975,28.7,America
Equatorial Guinea,1802,80377,1800,357,29.8,Sub-Saharan Africa
Eritrea,1802,205010,1800,532,30.2,Sub-Saharan Africa
Eritrea and Ethiopia,1802,NA,1800,NA,NA,Sub-Saharan Africa
Estonia,1802,334136,1800,940,35.2581777287136,Europe & Central Asia
Ethiopia,1802,2948990,1800,523,29.7,Sub-Saharan Africa
Faeroe Islands,1802,13537,1800,NA,NA,Europe & Central Asia
Falkland Is (Malvinas),1802,100,1800,NA,NA,NA
Fiji,1802,130533,1800,785,26.1,East Asia & Pacific
Finland,1802,977662,1800,1248,39.1983277894705,Europe & Central Asia
France,1802,29355111,1800,1810,34.3799930807273,Europe & Central Asia
French Guiana,1802,9899,1800,NA,30.5,America
French Polynesia,1802,62530,1800,NA,25.6,East Asia & Pacific
Gabon,1802,158227,1800,390,30.6,Sub-Saharan Africa
Gambia,1802,103274,1800,814,28.8,Sub-Saharan Africa
Georgia,1802,1072178,1800,543,31.871,Europe & Central Asia
Germany,1802,22886919,1800,1663,38.37,Europe & Central Asia
Ghana,1802,2016034,1800,697,28,Sub-Saharan Africa
Gibraltar,1802,9873,1800,NA,NA,Europe & Central Asia
Greece,1802,2151155,1800,1376,36.6,Europe & Central Asia
Greenland,1802,9584,1800,393,33.8670062384294,Europe & Central Asia
Grenada,1802,29409,1800,959,31.4,America
Guadeloupe,1802,80726,1800,NA,27.655,America
Guam,1802,6053,1800,NA,27.5,East Asia & Pacific
Guatemala,1802,458965,1800,857,25.80032,America
Guernsey,1802,NA,1800,NA,NA,Europe & Central Asia
Guinea,1802,983959,1800,450,29.5206896551724,Sub-Saharan Africa
Guinea-Bissau,1802,218167,1800,777,32,Sub-Saharan Africa
Guyana,1802,166034,1800,1214,31.12,America
Haiti,1802,723000,1800,634,29,America
Holy See,1802,905,1800,NA,NA,Europe & Central Asia
Honduras,1802,126118,1800,675,33.9,America
"Hong Kong, China",1802,20000,1800,1007,34.9,East Asia & Pacific
Hungary,1802,3499771,1800,1250,36,Europe & Central Asia
Iceland,1802,61428,1800,927,27.6218807423315,Europe & Central Asia
India,1802,168574895,1800,1052,25,South Asia
Indonesia,1802,16108545,1800,995,30,East Asia & Pacific
Iran,1802,6269721,1800,977,25.6,Middle East & North Africa
Iraq,1802,1076920,1800,970,31.2,Middle East & North Africa
Ireland,1802,4064749,1800,1447,38.3,Europe & Central Asia
Isle of Man,1802,23533,1800,NA,NA,Europe & Central Asia
Israel,1802,209954,1800,880,32,Middle East & North Africa
Italy,1802,18822234,1800,2268,29.69,Europe & Central Asia
Jamaica,1802,401000,1800,1171,34.2,America
Japan,1802,30294378,1800,1053,36.4007950769231,East Asia & Pacific
Jersey,1802,NA,1800,NA,NA,Europe & Central Asia
Jordan,1802,217000,1800,977,31.7,Middle East & North Africa
Kazakhstan,1802,2041282,1800,1142,26.2,Europe & Central Asia
Kenya,1802,2574000,1800,859,25.5,Sub-Saharan Africa
Kiribati,1802,17876,1800,552,24.9,East Asia & Pacific
North Korea,1802,4345000,1800,578,26,NA
South Korea,1802,9395000,1800,575,25.8,NA
United Korea (former),1802,NA,1800,NA,NA,NA
Kosovo,1802,NA,1800,NA,NA,Europe & Central Asia
Kuwait,1802,81280,1800,1105,26,Middle East & North Africa
Kyrgyz Republic,1802,530343,1800,508,23.941,NA
Lao,1802,470000,1800,865,31.9,NA
Latvia,1802,590588,1800,753,33,Europe & Central Asia
Lebanon,1802,332000,1800,1083,29.7,Middle East & North Africa
Lesotho,1802,276361,1800,394,32.8,Sub-Saharan Africa
Liberia,1802,313543,1800,797,31.1,Sub-Saharan Africa
Libya,1802,531472,1800,1050,33.1,Middle East & North Africa
Liechtenstein,1802,5802,1800,NA,NA,Europe & Central Asia
Lithuania,1802,778655,1800,1273,28.9,Europe & Central Asia
Luxembourg,1802,127030,1800,1453,36.9,Europe & Central Asia
"Macao, China",1802,17311,1800,993,34.7,East Asia & Pacific
"Macedonia, FYR",1802,391865,1800,690,36.1,Europe & Central Asia
Madagascar,1802,1543133,1800,573,30.5,Sub-Saharan Africa
Malawi,1802,737000,1800,350,30.3,Sub-Saharan Africa
Malaysia,1802,287000,1800,998,30.6,East Asia & Pacific
Maldives,1802,42378,1800,843,32.647,South Asia
Mali,1802,1403398,1800,603,26.408,Sub-Saharan Africa
Malta,1802,134072,1800,782,28.7,Europe & Central Asia
Marshall Islands,1802,5828,1800,540,NA,East Asia & Pacific
Martinique,1802,84039,1800,NA,30.153,America
Mauritania,1802,382696,1800,528,32,Sub-Saharan Africa
Mauritius,1802,62865,1800,940,28.7,Sub-Saharan Africa
Mayotte,1802,8219,1800,NA,32.5,Sub-Saharan Africa
Mexico,1802,6181708,1800,1379,26.9,America
"Micronesia, Fed. Sts.",1802,16416,1800,518,26.7,East Asia & Pacific
Moldova,1802,712558,1800,621,33.145,Europe & Central Asia
Monaco,1802,7789,1800,1953,NA,Europe & Central Asia
Mongolia,1802,619000,1800,592,31.8,East Asia & Pacific
Montenegro,1802,126582,1800,1058,35.4,Europe & Central Asia
Montserrat,1802,5230,1800,NA,NA,America
Morocco,1802,2503218,1800,715,33.1,Middle East & North Africa
Mozambique,1802,1982324,1800,391,30.2779733333333,Sub-Saharan Africa
Myanmar,1802,3506000,1800,840,30.8,East Asia & Pacific
Namibia,1802,229000,1800,540,32.4,Sub-Saharan Africa
Nauru,1802,1834,1800,554,NA,East Asia & Pacific
Nepal,1802,3881000,1800,654,32.8,South Asia
Netherlands,1802,2254522,1800,4391,39.86,Europe & Central Asia
Netherlands Antilles,1802,NA,1800,NA,34.408,America
New Caledonia,1802,29432,1800,NA,26,East Asia & Pacific
New Zealand,1802,1e+05,1800,659,34.05,East Asia & Pacific
Ngorno-Karabakh,1802,NA,1800,NA,NA,Europe & Central Asia
Nicaragua,1802,219387,1800,973,25.4,America
Niger,1802,1244861,1800,446,30.8,Sub-Saharan Africa
Nigeria,1802,12100855,1800,854,30.4,Sub-Saharan Africa
Niue,1802,4538,1800,NA,NA,East Asia & Pacific
Norfolk Island,1802,NA,1800,NA,NA,East Asia & Pacific
Northern Cyprus,1802,NA,1800,NA,NA,Europe & Central Asia
Northern Mariana Islands,1802,3360,1800,NA,NA,East Asia & Pacific
Norway,1802,868570,1800,1282,38.370401710943,Europe & Central Asia
Oman,1802,318000,1800,916,32.3,Middle East & North Africa
Pakistan,1802,13123633,1800,1021,25.8,South Asia
Palau,1802,3875,1800,839,NA,East Asia & Pacific
Panama,1802,78842,1800,847,32.9,America
Papua New Guinea,1802,754894,1800,546,31.5,East Asia & Pacific
Paraguay,1802,143000,1800,835,35.5,America
Peru,1802,1314151,1800,1204,35.7,America
Philippines,1802,1894389,1800,962,30.9,East Asia & Pacific
Pitcairn,1802,NA,1800,NA,NA,East Asia & Pacific
Poland,1802,9508747,1800,1222,35.9,Europe & Central Asia
Portugal,1802,3033454,1800,1685,35.6,Europe & Central Asia
Puerto Rico,1802,155000,1800,1376,30.43,America
Qatar,1802,14092,1800,1105,30.8,Middle East & North Africa
Reunion,1802,92744,1800,NA,33,Sub-Saharan Africa
Romania,1802,5464085,1800,816,35.7,Europe & Central Asia
Russia,1802,31088398,1800,1433,29.5734571976521,Europe & Central Asia
Rwanda,1802,928368,1800,432,25,Sub-Saharan Africa
St. Barthélemy,1802,NA,1800,NA,NA,NA
St. Helena,1802,1997,1800,NA,NA,NA
St. Kitts and Nevis,1802,17202,1800,1165,NA,NA
St. Lucia,1802,24000,1800,875,28.008,NA
St. Martin,1802,NA,1800,NA,NA,NA
St. Vincent and the Grenadines,1802,25781,1800,838,25.986,NA
St.-Pierre-et-Miquelon,1802,1782,1800,NA,NA,NA
Samoa,1802,47300,1800,1401,25.4,East Asia & Pacific
San Marino,1802,5492,1800,1406,NA,Europe & Central Asia
Sao Tome and Principe,1802,22731,1800,853,31,Sub-Saharan Africa
Saudi Arabia,1802,2091000,1800,847,32.1,Middle East & North Africa
Senegal,1802,1009886,1800,497,25.2,Sub-Saharan Africa
Serbia,1802,2147197,1800,1358,35.5,Europe & Central Asia
Serbia and Montenegro,1802,NA,1800,NA,NA,Europe & Central Asia
Serbia excluding Kosovo,1802,NA,1800,NA,NA,Europe & Central Asia
Seychelles,1802,12522,1800,798,37,Sub-Saharan Africa
Sierra Leone,1802,794264,1800,734,25.1,Sub-Saharan Africa
Singapore,1802,30000,1800,1022,29.1,East Asia & Pacific
Slovak Republic,1802,2140651,1800,1427,36.4,Europe & Central Asia
Slovenia,1802,469664,1800,1409,36.6,Europe & Central Asia
Solomon Islands,1802,56998,1800,363,25.1,East Asia & Pacific
Somalia,1802,991488,1800,695,29.4,Sub-Saharan Africa
Somaliland,1802,NA,1800,NA,NA,Sub-Saharan Africa
South Africa,1802,1440820,1800,1480,33.5,Sub-Saharan Africa
South Ossetia,1802,NA,1800,NA,NA,Europe & Central Asia
Spain,1802,11549294,1800,1518,29.5,Europe & Central Asia
Sri Lanka,1802,1213000,1800,898,32.6,South Asia
Sudan,1802,3994154,1800,518,31.4,Sub-Saharan Africa
Suriname,1802,80721,1800,1637,32.9,America
Svalbard,1802,NA,1800,NA,NA,Europe & Central Asia
Swaziland,1802,86000,1800,490,32.3,Sub-Saharan Africa
Sweden,1802,2354189,1800,1467,40.2,Europe & Central Asia
Switzerland,1802,1826051,1800,2702,38,Europe & Central Asia
Syria,1802,1337000,1800,1081,31.1,Middle East & North Africa
Taiwan,1802,NA,1800,996,28.3,East Asia & Pacific
Tajikistan,1802,466629,1800,557,24.235,Europe & Central Asia
Tanzania,1802,3019768,1800,562,32.2,Sub-Saharan Africa
Thailand,1802,4665000,1800,932,30.4,East Asia & Pacific
Timor-Leste,1802,137262,1800,523,28.949,East Asia & Pacific
Togo,1802,445985,1800,683,31.3,Sub-Saharan Africa
Tokelau,1802,1009,1800,NA,NA,East Asia & Pacific
Tonga,1802,18658,1800,663,28.2,East Asia & Pacific
Transnistria,1802,NA,1800,NA,NA,Europe & Central Asia
Trinidad and Tobago,1802,60000,1800,1231,32.9,America
Tunisia,1802,862029,1800,716,28.8,Middle East & North Africa
Turkey,1802,9773456,1800,1222,35,Europe & Central Asia
Turkmenistan,1802,367215,1800,945,24,Europe & Central Asia
Turks and Caicos Islands,1802,3296,1800,487,NA,America
Tuvalu,1802,2499,1800,719,NA,East Asia & Pacific
Uganda,1802,2101397,1800,464,25.3,Sub-Saharan Africa
Ukraine,1802,11215490,1800,765,36.6,Europe & Central Asia
United Arab Emirates,1802,40153,1800,1005,30.7,Middle East & North Africa
United Kingdom,1802,12327466,1800,3450,38.6155999169498,Europe & Central Asia
United States,1802,6801854,1800,2203,39.41,America
Uruguay,1802,55000,1800,1758,32.9,America
USSR,1802,NA,1800,NA,NA,Europe & Central Asia
Uzbekistan,1802,1919159,1800,502,26.926,Europe & Central Asia
Wallis et Futuna,1802,3721,1800,NA,NA,East Asia & Pacific
Vanuatu,1802,27791,1800,586,24.3,East Asia & Pacific
Venezuela,1802,718000,1800,682,32.2,America
West Bank and Gaza,1802,165944,1800,1221,32.1,Middle East & North Africa
West Germany,1802,NA,1800,NA,NA,Europe & Central Asia
Western Sahara,1802,2788,1800,NA,34.753,Middle East & North Africa
Vietnam,1802,6551000,1800,861,32,East Asia & Pacific
Virgin Islands (U.S.),1802,40000,1800,NA,33.403,America
North Yemen (former),1802,NA,1800,NA,NA,NA
South Yemen (former),1802,NA,1800,NA,NA,NA
Yemen,1802,2593000,1800,882,23.387,NA
Yugoslavia,1802,NA,1800,NA,NA,Europe & Central Asia
Zambia,1802,747000,1800,667,32.6,Sub-Saharan Africa
Zimbabwe,1802,1085814,1800,871,33.7,Sub-Saharan Africa
Åland,1802,NA,1800,NA,NA,Europe & Central Asia
South Sudan,1802,1027378,1800,507,26.665,Sub-Saharan Africa
Curaçao,1802,NA,1800,NA,NA,NA
Sint Maarten (Dutch part),1802,NA,1800,NA,NA,NA
St. Martin (French part),1802,NA,1800,NA,NA,NA
Antarctica,1802,NA,1800,NA,NA,NA
Bouvet Island,1802,NA,1800,NA,NA,NA
British Indian Ocean Territory,1802,NA,1800,NA,NA,NA
Clipperton,1802,NA,1800,NA,NA,NA
French Southern and Antarctic Lands,1802,NA,1800,NA,NA,NA
Gaza Strip,1802,NA,1800,NA,NA,NA
Heard and McDonald Islands,1802,NA,1800,NA,NA,NA
Northern Marianas,1802,NA,1800,NA,NA,NA
South Georgia and the South Sandwich Islands,1802,NA,1800,NA,NA,NA
US Minor Outlying Islands,1802,NA,1800,NA,NA,NA
Virgin Islands,1802,NA,1800,NA,NA,NA
West Bank,1802,NA,1800,NA,NA,NA
Abkhazia,1803,NA,1800,NA,NA,Europe & Central Asia
Afghanistan,1803,3280000,1800,603,28.18026,South Asia
Akrotiri and Dhekelia,1803,NA,1800,NA,NA,Europe & Central Asia
Albania,1803,410445,1800,668,35.4,Europe & Central Asia
Algeria,1803,2503218,1800,718,28.8224,Middle East & North Africa
American Samoa,1803,8170,1800,NA,NA,East Asia & Pacific
Andorra,1803,2654,1800,1204,NA,Europe & Central Asia
Angola,1803,1567028,1800,626,26.98,Sub-Saharan Africa
Anguilla,1803,2025,1800,NA,NA,America
Antigua and Barbuda,1803,37000,1800,757,33.536,America
Argentina,1803,534000,1800,1508,33.2,America
Armenia,1803,413326,1800,514,33.995,Europe & Central Asia
Aruba,1803,19286,1800,833,34.419,America
Australia,1803,351014,1800,820,34.05,East Asia & Pacific
Austria,1803,3205587,1800,1870,34.4,Europe & Central Asia
Azerbaijan,1803,879960,1800,775,29.165,Europe & Central Asia
Bahamas,1803,27350,1800,1446,35.179,America
Bahrain,1803,64474,1800,1251,30.3,Middle East & North Africa
Bangladesh,1803,19227358,1800,876,25.5,South Asia
Barbados,1803,81729,1800,914,32.124,America
Belarus,1803,2355081,1800,609,36.2,Europe & Central Asia
